tweet	sentiment
Omole inward Ogba, Odo-eran is appreciable aside alternations. Wemco in and out is equally good. The RJ from Odo-eran back to River valley is good aside alternation. NNPC and BOVAS at VIS corridor  dispensing fuel but fuel queue not having  effect on traffic.   	Positive
      A container laden truck has broken down with propeller related problem at Ijaye, inward Toll gate, just beside the earlier reported breakdown. 	Negative
      From Kosofe is good, approaching Mile12 Pedestrian bridge, Mile12, Owode Elede, Owode Onirin, Weigh bridge is a moving traffic, Weigh Bridge inward Irawo, Thomas, Ajegunle to Odogun is gtg.         	Positive
A lone accident of a Toyota Camry on Obalende bridge by Osborne / Ikoyi exit with no effect on traffic. They (Casualties) have been rushed to a nearby hospital while effort is on to moved the vehicle off the road. 	Neutral
       Oba Ogunji road inward and outward OdoEran has free movement for now but expected to be busier soon. Odo eran through Akilo is good. Wemco and Acme road is also good. Odo eran heading towards Ogba bus stop, Excellence hotel…	Positive
 that the Toyota Camry FKJ 161 HB of their newly elected Chairman (Ojota Branch) known as 'Henro' was detained for illegal diversion by LASTMA Officials at Ojota.  Taofiq said the General Manager of the Agency, Mr. Bolaji Oreagba confirmed that the matter had 	Positive
Ile Iwe inward Kosofe to Mile12 is good.  Mile12 inward Owode Onirin is also good.  Owode Onirin inward Irawo to Ajegunle and Odogun is good.  Odogun inward Majidun is also good.  Majidun inward Ogolonto is slow due to alternation delays.  Ogolonto inward Agric and Aruna is good.	Positive
       Men of   are currently working on the failed sections around LASPOTECH roundabout. Inward Aye as been cordoned off to traffic as counter flow is in place on the other lane. The road will be opened once they are done. 	Negative
      Charity rd, Olaniyi and Olayiwola to Amala Junction is very free. Exiting Olayiwola moving through Jonathan Coker enroute Fagba junction is a slow moving traffic, Fagba back to Railway crossing is also moving gradually but faster on Jonathan..	Positive
      Movement from Mubostic inward NNPC fuel station to Canoe is good aside alternation by the roundabout.  Chivita connecting Lukman atobajeun to Swimming pool junction is good.	Positive
      Slow movement from Otedola to Kara but the return jounery from Kara into Lagos is good,  Isheri Olowora, River valley is good to go	Positive
The entire stretch of broad street from General hospital, down to Book Shop, toward Tinubu squre by Martin's junction inward journey Apongbon is good.  Movement from CMS bridge descending Cathedral church Odunlami Book Shop toward Campos square is good.	Positive
Return journey is good. Good movement from Itamaga down to Maya, and from Maya to connect GSM is steady, but slow at Adamo due to the bus stop activities, return journey is okay. From Adamo down to Isiwu, Imota and Agbowa both inward and outward are good.	Positive
      Vehicular movement from 7&amp;8 inward Osolo-way down to Asa-afariogun intersection is appreciable, inward Aswani and Aye is moving fine, movement from Aye inward Aswani to Asa-afariogun intersection and 7&amp;8 is moving steadily.	Positive
Steady movement to Oando filling station.  Better movement to Kosoko, River valley and Isheri Olowora.  Officers are on ground doing the needful.         	Positive
Ajao gate inward Lateef Salami to Jesus House where traffic light alternation is on to Ajibade Babatola by okada park is good.  Slow to navigate Canoe proper.      	Positive
     An empty Truck having a propeller issue at the tip of jubilee bridge, Abule Egba at Mobile filling station inw Toll Gate.  Effort ongoing to evacuate it off the road while Officers are on ground doing the needful.     	Negative
The owner is making effort to evacuate the sand from the road, as well as removing the tipper from the road. Traffic is under control as our officers have been deployed for traffic management.          	Neutral
Steady movement to Omole gate, better movement to Grammar School.  Slow movement to VIS due to the massive turning and queue on the road for fuel ( Bovis filling station)  Steady movement to NNPC, better movement to Kosoko, River valley to Isheri Olowora.	Positive
     Traffic is gd from Kara inw Lagos via Berger, Otedola, Alausa, Conoil, Toll gate, Motorways, Ojota, Chinatown, Alapere, Ogudu inw Ifako and Olopomeji.            	Neutral
      Good movement inward and outward of Lagos Ibadan Express way.  Slow movement from River valley to VIS, due to fuel queue and alternation delays.	Positive
      An accident that occurred in the wee hours today involving a Dangote Cement trailer and Lawma compactor at Olosha inw Idi-Oro. The Cement trailer has taken up a lane.  Traffic at LUTH Jnctn.       	Neutral
Good movement on Oba Ogunnusi Road from River valley to Omole junction aside alternation.      	Positive
Impediment have been moved to a better side of the road, traffic still slow due to morning influx. Our men are on ground to ease gridlock. Patience needed.  	Positive
Traffic is gd leaving Owode to Mile 12 approaching Kosofe where it is a bit slow inw Iyana School and Ketu.   Gd traffic moving on to Ojota Interchange and Ojota bus stop.        	Negative
...Iganmu is very appreciable at the moment, Ijora Oloopa to connect High bridge is good to go, Descending the High bridge inward Total has slight delay as result of Tankers moving inward Total under bridge, From Siifax, there are Tankers occupying one lane while the 	Positive
Jakande, Chisco and Marwa. Structures on ground to manage accordingly.       	Neutral
The stretch of Abule egba-Ajegunle corridor both inward and outward is very encouraging aside little delays by U-turn and Meiran inward Tollgate due to turning activities.       	Negative
Return journey from Abule egun to Federal, Water is gtg, outw Moshalasi is moving traffic due to the traffic light alternation.  Journey  outward Pleasure to Iyana-Ipaja Pedestrian bridge is very gtg, moving traffic from there to Iyana-Ipaja BRT bus stop inward Oshodi.	Positive
After Crown estate to ShopRite is a bit slow due to the alternation.  From ShopRite towards Ogidan to under bridge is good.	Positive
Ayobo round about is better Ishefun road inward Megida is moving steadily but free from Amule to Church round about.	Positive
     Good movement from Otedola to Berger bus stop, movement down to kara is good, traffic is back into lagos from kara is equally good.   Isheri to Ogunnusi road is looking good although there is a slow movement on the road	Positive
VIS due to thefuel queue by BOVAS and NNPC coupled with the massive turning.  Better movement inward grammar school,omole junction to connect lateef jakande road.  Omole inward Excellence, Ogba,odoeran is appreciable asides the alternation delays.	Positive
 the Filling station inw Berger. Better movement from Isheri Olowora, but a slow movement connecting Kosoko down to VIS due to turning of motorists. Exiting VIS turning is good through Omole junction aside traffic light delays. Further movement 	Positive
      Presently, calm situation in and out of Carter bridge enroute Eyin Eyo connecting Balogun street, while traffic from Tinubu square  connecting Nnamdi Azikiwe street enroute Tom Jones intersection is equally good for now.	Positive
College Road stretch is good in n out.	Positive
slow movement from sangrous inward sura but ascending simpson bridge is good.  No record of impediment at the moment.           	Positive
    Good movement along Marina road from UBA down to Cathedral. Free flow connecting inner Marina from outer Marina. The cordoned section of road by CMS bus stop due to construction is opened for movement toward Bonny Camp.	Positive
    Ajasa Command, Ekoro is good. Agbelekale, Ileiwe, Command are good. Adefemi, Church round about, Oluwaga, Amule are all good. Steady movement from Ishefun road inward Megida.     	Positive
       Good vehicular movement from Akinadeshola bridge to the stretch of Alfred Rewane.  Bayo Kuku inward Osborne is good to go, while movement gets slow toward Ilubirin from Osborne.   Falomo roundabout inward Bourdillon is good to go.	Positive
      The traffic along Obafemi Awolowo Way, Kudirat Abiola Way, Opebi Road, Toyin Street, Billings Way, Ikosi Road, Aromire Road and Allen Avenue is good to go.	Positive
Olayiwola to Jonathan Coker end by Fagba intersection is moving well, outward is gtg.  In &amp; out of Fagba intersection from Pencinema underneath the bridge are still very ok.  College road stretch is still experiencing cool atmosphere in &amp; out.      	Positive
Aiye enroute Osolo way to Ogundele junction down to Aswani junction is a steady movement due to the displacement of market wares on the road been Tuesday Aswani market day but efforts is on to sanitize the odds. Aswani junction to Mechanic village link bridge to	Negative
Movement in and out of Ajelogo is good. Ascending and descending Mile12 bridge inward Kosofe down to Iyana School is good.     	Positive
Men are very much on ground doing the needful.  Iyana meiran by joke Ayo is a bit busy due to multiple vehicles coming from Joke Ayo area.   Ekoro junction is perfectly good while officers are very much on ground as well. No impediment of any kind at the moment.  	Positive
